"","symbol","weight"
"66446","MAP3K14-AS1",1
"77139","MAP3K15",7
"42533","MAP3K2",3
"26461","MAP3K3",1
"77140","MAP3K4",8
"87298","MAP3K5",13
"77143","MAP3K6",4
"77144","MAP3K7",4
"72881","MAP3K8",4
"82841","MAP3K9",7
"84430","MAP4",7
"90415","MAP4K1",10
"66450","MAP4K2",2
"77145","MAP4K3",2
"87495","MAP4K4",13
"51497","MAP4K5",1
"77146","MAP6",2
"77147","MAP7",4
"85594","MAP7D1",1
"89954","MAP7D2",4
"62048","MAP7D3",1
"82938","MAP9",3
"67528","MAPK1",1
"89838","MAPK10",4
"88521","MAPK13",1
"56794","MAPK14",2
"9861","MAPK15",1
"37990","MAPK1IP1L",1
"29926","MAPK3",2
"81856","MAPK4",7
"87855","MAPK6",6
"86667","MAPK7",4
"30494","MAPK8",3
"47026","MAPK8IP1",1
"85595","MAPK8IP2",2
"84433","MAPK8IP3",8
"73534","MAPK9",1
"73070","MAPKAP1",4
"65489","MAPKAPK2",1
"89180","MAPKAPK3",3
"87101","MAPKBP1",6
"42545","MAPRE1",1
"63106","MAPRE2",2
"83543","MAPRE3",9
"88522","MAPT",4
"87818","MARC1",6
"11943","MARC2",1
"89624","MARCH10",5
"77151","MARCH11",1
"12738","MARCH3",1
"64138","MARCH4",1
"81085","MARCH5",6
"69780","MARCH6",2
"74050","MARCH7",5
"51460","MARCH8",2
"60119","MARCKS",1
"81908","MARCKSL1",1
"57242","MARCO",3
"80113","MARK1",7
"85044","MARK2",10
"42548","MARK3",2
"84434","MARK4",2
"66451","MARS",11
"55579","MARS2",1
"47945","MARVELD2",1
"69781","MARVELD3",2
"30434","MAS1",2
"84435","MAS1L",9
"82314","MASP1",8
"90279","MASP2",2
"89553","MAST1",14
"64139","MAST2",8
"66454","MAST3",4
"74052","MAST4",10
"84436","MASTL",5
"27066","MAT1A",3
"49160","MAT2A",4
"77153","MAT2B",2
"82720","MATK",2
"60181","MATN1",1
"88431","MATN2",8
"90338","MATN4",3
"28708","MAU2",1
"86668","MAVS",4
"89955","MAX",2
"81768","MAZ",11
"58533","MB21D1",1
"58187","MB21D2",3
"81770","MBD1",9
"81430","MBD3",3
"71579","MBD3L1",2
"86670","MBD3L3",3
"70589","MBD4",2
"82799","MBD5",8
"74053","MBD6",7
"62471","MBIP",6
"53320","MBL2",2
"84437","MBLAC1",2
"42563","MBLAC2",1
"87496","MBNL1",3
"59094","MBNL2",3
"77159","MBNL3",2
"53321","MBOAT1",3
"2602","MBOAT2",1
"59095","MBOAT4",3
"77160","MBOAT7",4
"69784","MBP",3
"80945","MBTD1",7
"39004","MBTPS1",3
"84438","MBTPS2",6
"90136","MC2R",2
"53323","MC3R",3
"71810","MC4R",2
"77162","MCAM",5
"31278","MCAT",3
"72001","MCC",9
"87856","MCCC1",4
"19123","MCCC2",1
"77165","MCF2",4
"89509","MCF2L",9
"83632","MCF2L2",10
"53327","MCHR1",1
"69786","MCHR2",3
"65490","MCIN",1
"61212","MCL1",1
"66455","MCM10",8
"87999","MCM2",5
"88000","MCM3",4
"84439","MCM3AP",12
"83709","MCM4",6
"66457","MCM5",3
"89031","MCM6",4
"90280","MCM7",7
"69787","MCM8",1
"39891","MCMBP",3
"77171","MCMDC2",3
"70782","MCOLN1",6
"69789","MCOLN2",7
"80114","MCOLN3",7
"85599","MCPH1",6
"55580","MCRS1",3
"87497","MCTP1",4
"55262","MCTP2",6
"77173","MCTS1",2
"83633","MCU",2
"63657","MDC1",16
"72932","MDFIC",1
"90137","MDGA1",9
"81432","MDGA2",12
"62049","MDH1",1
"84441","MDH1B",4
"60049","MDM1",8
"80235","MDM2",3
"60609","MDM4",3
"74240","MDN1",37
"42587","MDP1",3
"9868","ME2",2
"82721","ME3",4
"71023","MEA1",2
"27414","MEAF6",2
"77180","MECOM",9
"65275","MECP2",3
"89068","MED1",4
"90282","MED12",24
"87102","MED12L",10
"89269","MED13",17
"77184","MED13L",12
"81433","MED14",10
"83499","MED15",6
"88174","MED16",5
"46499","MED18",1
"15565","MED19",1
"60610","MED20",2
"37995","MED21",1
"67293","MED22",4
"88359","MED23",15
"64699","MED24",4
"81435","MED25",5
"60121","MED26",2
"74055","MED27",2
"85601","MED4",4
"58747","MED7",2
"70632","MED8",3
"42599","MEF2A",6
"66467","MEF2C",7
"71812","MEF2D",3
"85602","MEFV",12
"81437","MEGF10",4
"71338","MEGF11",6
"49172","MEGF6",4
"90283","MEGF8",19
"77189","MEGF9",3
"80801","MEI1",4
"64969","MEIOB",1
"87415","MEIS1",7
"88001","MEIS2",9
"77194","MEIS3",3
"77195","MELK",3
"77196","MEMO1",2
"49800","MEN1",5
"83177","MEOX1",1
"69796","MEOX2",4
"83178","MEP1A",6
"77198","MEP1B",2
"81438","MEPCE",5
"14517","MEPE",1
"88875","MERTK",7
"53350","MESDC2",2
"62821","MEST",1
"77201","MET",10
"77203","METAP1",5
"77204","METAP1D",4
"77206","METAP2",4
"42613","METRN",1
"89234","METRNL",2
"58973","METTL1",1
"34637","METTL10",2
"86676","METTL11B",5
"16407","METTL12",1
"62051","METTL13",1
"42615","METTL14",4
"86677","METTL15",3
"42616","METTL16",2
"58537","METTL17",4
"11154","METTL18",2
"32980","METTL20",1
"55815","METTL21A",1
"77207","METTL21B",2
"80802","METTL21C",3
"81439","METTL22",1
"77209","METTL23",5
"77210","METTL25",4
"22985","METTL2A",2
"86679","METTL2B",5
"62337","METTL3",2
"68419","METTL4",1
"63661","METTL5",5
"72116","METTL6",1
"77213","METTL7A",2
"84943","METTL7B",4
"48379","METTL8",3
"68858","METTL9",1
"77215","MEX3B",2
"68950","MEX3C",4
"81441","MFAP1",5
"36355","MFAP3L",3
"14372","MFAP4",1
"77216","MFAP5",2
"64141","MFF",3
"15614","MFGE8",2
"85605","MFHAS1",2
"85606","MFI2",9
"80988","MFN1",4
"47853","MFN2",2
"51700","MFSD1",2
"11155","MFSD10",1
"73803","MFSD11",7
"84448","MFSD12",2
"53354","MFSD2A",1
"11157","MFSD2B",1
"42622","MFSD3",4
"77218","MFSD4",4
"86157","MFSD6",5
"64378","MFSD6L",1
"82318","MFSD7",1
"82667","MFSD8",4
"55904","MFSD9",3
"86242","MGA",31
"88629","MGAM",23
"37097","MGARP",1
"87771","MGAT3",4
"87300","MGAT4A",4
"58300","MGAT4B",5
"32142","MGAT4C",3
"71340","MGAT5",3
"89676","MGAT5B",9
"77228","MGEA5",4
"80554","MGLL",2
"72565","MGMT",3
"68420","MGRN1",2
"89625","MGST3",2
"83377","MIA2",4
"71341","MIA3",14
"70784","MIB1",7
"42637","MIB2",2
"82609","MICA",3
"70785","MICAL1",3
"85608","MICAL2",6
"84451","MICAL3",13
"88523","MICALCL",5
"77233","MICALL1",8
"69800","MICALL2",3
"42641","MICB",2
"77234","MICU1",2
"84453","MID1",8
"64142","MID2",3
"7849","MIEN1",1
"89270","MIER1",5
"77236","MIER2",4
"25318","MIER3",1
"42642","MIF4GD",2
"42643","MIIP",1
"85609","MINA",1
"77237","MINK1",5
"35681","MINPP1",3
"29442","MIOS",1
"19147","MIP",1
"27073","MIPEP",4
"28420","MIPOL1",2
"8736","MIR7-3HG",1
"55141","MIS12",2
"77252","MIS18BP1",14
"77253","MITD1",1
"66487","MITF",3
"77256","MKI67",16
"84456","MKI67IP",1
"49192","MKKS",5
"73936","MKL1",5
"84457","MKL2",7
"77259","MKLN1",3
"66488","MKNK1",2
"59726","MKNK2",5
"70787","MKRN1",2
"68255","MKRN2",2
"39970","MKRN2-AS1",1
"83010","MKRN3",8
"69805","MKS1",4
"77260","MKX",2
"68326","MLC1",7
"85612","MLEC",2
"69806","MLF1",2
"6771","MLF2",1
"85613","MLH1",8
"85614","MLH3",8
"36257","MLIP",3
"6772","MLKL",1
"88877","MLL",21
"89199","MLL2",25
"90138","MLL3",85
"72118","MLL4",14
"84945","MLL5",11
"14929","MLLT1",1
"82143","MLLT10",10
"16121","MLLT3",1
"90417","MLLT4",21
"42669","MLLT6",1
"42670","MLNR",1
"90005","MLPH",8
"366","MLST8",1
"35899","MLX",2
"29449","MLXIP",2
"57800","MLXIPL",5
"55340","MLYCD",4
"60485","MMAA",5
"19156","MMAB",1
"53392","MMACHC",2
"30496","MMD",2
"39509","MMD2",2
"42672","MME",1
"73537","MMEL1",5
"31291","MMGT1",2
"53394","MMP1",2
"83180","MMP10",3
"66491","MMP11",3
"89235","MMP13",4
"90286","MMP14",4
"89032","MMP15",5
"62054","MMP16",6
"69813","MMP17",2
"63212","MMP19",1
"53395","MMP2",4
"45765","MMP20",2
"31292","MMP21",1
"69815","MMP24",3
"42678","MMP25",4
"83012","MMP26",3
"77272","MMP27",3
"32143","MMP28",2
"77273","MMP3",5
"26795","MMP8",3
"64671","MMP9",3
"85619","MMRN1",10
"42680","MMRN2",2
"77276","MMS19",6
"64143","MMS22L",5
"67690","MN1",5
"60051","MNAT1",2
"90339","MND1",3
"77278","MNDA",6
"20902","MNF1",1
"22993","MNS1",1
"90139","MNT",3
"69817","MNX1",1
"82724","MOAP1",3
"77280","MOB1A",1
"71102","MOB1B",1
"82527","MOB3C",2
"59624","MOB4",1
"53397","MOBP",2
"81816","MOCOS",5
"82052","MOCS1",2
"39013","MOCS2",1
"6777","MOCS3",1
"8741","MOGAT2",1
"71216","MOGAT3",4
"58541","MOGS",3
"66492","MOK",3
"20554","MON1A",1
"89033","MON1B",4
"80423","MON2",7
"87103","MORC1",11
"50401","MORC2",2
"49206","MORC3",6
"87900","MORC4",4
"88003","MORF4L1",4
"64252","MORF4L2",3
"69819","MORN1",8
"68256","MORN3",4
"49208","MORN4",5
"87632","MOS",3
"18029","MOSPD2",3
"80424","MOV10",7
"77287","MOV10L1",7
"42688","MOXD1",2
"47817","MPC1",2
"42689","MPC2",2
"85620","MPDZ",15
"77291","MPEG1",4
"84461","MPG",3
"77292","MPHOSPH10",4
"77293","MPHOSPH6",1
"58869","MPHOSPH8",8
"77295","MPHOSPH9",8
"64322","MPI",2
"73538","MPL",2
"59096","MPLKIP",1
"88175","MPND",1
"72040","MPO",5
"59625","MPP1",4
"66496","MPP2",2
"67946","MPP3",4
"68327","MPP4",3
"77296","MPP5",3
"23945","MPP6",1
"71652","MPP7",4
"89034","MPPED2",3
"85621","MPRIP",4
"59812","MPV17L",2
"6070","MPV17L2",1
"53403","MPZ",1
"37348","MPZL1",3
"81125","MR1",7
"77299","MRAP",3
"53405","MRAS",2
"67296","MRC1",3
"72290","MRC2",7
"86687","MRE11A",9
"12408","MRFAP1",2
"5345","MRFAP1L1",1
"36171","MRGPRF",1
"36259","MRGPRG-AS1",1
"85623","MRGPRX1",5
"77301","MRGPRX2",2
"77302","MRGPRX3",3
"74298","MRGPRX4",3
"69827","MRI1",3
"64973","MRM1",1
"77304","MRO",3
"23946","MRPL1",1
"77305","MRPL10",1
"38494","MRPL11",2
"59626","MRPL13",2
"42699","MRPL14",1
"13829","MRPL15",2
"46503","MRPL16",1
"36659","MRPL17",1
"62055","MRPL18",3
"89181","MRPL2",4
"71181","MRPL20",3
"56492","MRPL21",2
"7557","MRPL22",1
"88879","MRPL23",2
"53408","MRPL24",4
"27665","MRPL27",1
"73539","MRPL28",2
"35062","MRPL3",2
"67407","MRPL38",2
"59627","MRPL40",1
"46505","MRPL42",1
"28711","MRPL43",1
"87552","MRPL45",4
"55143","MRPL46",1
"77308","MRPL47",2
"77309","MRPL48",3
"59097","MRPL49",1
"11178","MRPL50",2
"77310","MRPL51",2
"83850","MRPL52",1
"58542","MRPL53",3
"69829","MRPL55",2
"68074","MRPL9",3
"42702","MRPS10",1
"20224","MRPS11",2
"28113","MRPS12",1
"42703","MRPS14",2
"66498","MRPS15",1
"50994","MRPS18B",3
"71816","MRPS18C",3
"82529","MRPS2",3
"19163","MRPS21",1
"58193","MRPS22",3
"35064","MRPS25",1
"85624","MRPS26",1
"77312","MRPS27",2
"83800","MRPS28",1
"56897","MRPS30",3
"83471","MRPS31",2
"46208","MRPS33",1
"42705","MRPS34",1
"62826","MRPS35",2
"72121","MRPS5",1
"51608","MRPS7",3
"23947","MRPS9",1
"86689","MRRFP1",1
"58543","MRS2",2
"89957","MRTO4",1
"39971","MRVI1",3
"81692","MS4A1",1
"72810","MS4A10",4
"11181","MS4A12",1
"42708","MS4A14",5
"77314","MS4A2",3
"88302","MS4A3",1
"53411","MS4A6E",1
"77315","MS4A7",2
"22998","MS4A8B",1
"53412","MSANTD1",1
"42709","MSANTD2",2
"77316","MSANTD3",2
"68328","MSANTD3-TMEFF1",1
"77317","MSANTD4",4
"56494","MSC",1
"42711","MSGN1",2
"74056","MSH2",6
"86691","MSH3",9
"42715","MSH4",4
"82323","MSH5",7
"88111","MSH6",11
"66499","MSI1",3
"49801","MSI2",3
"81817","MSL2",4
"64144","MSL3",7
"27863","MSLNL",2
"77320","MSMP",2
"89958","MSN",4
"80425","MSR1",3
"27573","MSRB2",1
"77321","MSRB3",2
"66501","MSS51",5
"87280","MST1",8
"87859","MST1P9",19
"82324","MST1R",8
"68528","MSTN",3
"42725","MSTO1",2
"87553","MSX1",3
"83636","MSX2",3
"66502","MT-ATP6",2
"4071","MT-CO1",1
"66504","MT-CO3",1
"90006","MT-CYB",4
"86339","MT-ND1",2
"66506","MT-ND3",1
"66507","MT-ND4",1
"4072","MT-ND5",1
"55968","MT1A",1
"9887","MT1E",1
"31298","MT1G",1
"48395","MT1H",1
"19979","MT1M",1
"88434","MT3",1
"31299","MT4",1
"85625","MTA2",6
"25753","MTA3",2
"17802","MTAP",1
"80946","MTBP",3
"50403","MTCH1",2
"29457","MTCH2",1
"42726","MTCP1",1
"35486","MTCP1NB",1
"77322","MTDH",2
"4991","MTERF",1
"61049","MTERFD1",2
"5165","MTERFD2",1
"80556","MTERFD3",4
"77324","MTF1",5
"50488","MTF2",3
"58544","MTFR1",2
"82943","MTG1",2
"84466","MTHFD1",9
"82802","MTHFD1L",6
"42728","MTHFR",6
"65603","MTHFS",2
"47341","MTHFSD",1
"88880","MTIF2",4
"6787","MTL5",2
"89789","MTM1",13
"47178","MTMR1",1
"66509","MTMR11",5
"59098","MTMR12",3
"85626","MTMR14",2
"42732","MTMR2",2
"86694","MTMR3",6
"89271","MTMR4",8
"62827","MTMR6",3
"77331","MTMR7",3
"83182","MTMR8",10
"77333","MTMR9",3
"80663","MTO1",7
"77335","MTOR",19
"57802","MTPAP",3
"81445","MTPN",1
"90043","MTR",5
"58195","MTRF1",3
"13502","MTRF1L",1
"16331","MTRNR2L3",1
"2824","MTRNR2L5",1
"55092","MTRR",6
"48396","MTSS1",6
"5531","MTSS1L",1
"77336","MTTP",4
"77337","MTUS1",2
"63446","MTUS2",5
"73730","MTX2",2
"87281","MUC1",2
"88992","MUC12",84
"77339","MUC13",2
"70636","MUC15",3
"88004","MUC16",109
"87339","MUC17",38
"85046","MUC19",10
"81986","MUC2",17
"86715","MUC20",21
"38024","MUC21",2
"87250","MUC3A",4
"89627","MUC4",62
"27865","MUC5AC",1
"88661","MUC5B",38
"88881","MUC6",16
"77353","MUC7",5
"48399","MUL1",3
"77354","MUM1",3
"67595","MUM1L1",7
"77355","MURC",2
"74165","MUS81",3
"89371","MUSK",10
"86721","MUSTN1",1
"83446","MUT",4
"66529","MUTYH",5
"77356","MVP",2
"84470","MX1",7
"61221","MX2",4
"80119","MXD1",2
"5534","MXD3",1
"56497","MXD4",2
"90340","MXRA5",36
"82053","MXRA7",1
"26931","MXRA8",1
"66530","MYADM",2
"67691","MYADML2",1
"82225","MYB",12
"58980","MYBBP1A",5
"47668","MYBL1",4
"90287","MYBL2",6
"88005","MYBPC1",4
"77365","MYBPC2",12
"58870","MYBPC3",3
"64520","MYBPH",4
"42758","MYBPHL",3
"50407","MYC",1
"90212","MYCBP2",26
"73542","MYCBPAP",8
"89236","MYCL1",2
"72236","MYCN",3
"82946","MYCT1",7
"66532","MYD88",1
"62253","MYEF2",4
"58871","MYEOV",2
"42763","MYEOV2",2
"77373","MYF5",5
"88758","MYF6",5
"88993","MYH1",13
"81776","MYH10",17
"87716","MYH11",20
"90044","MYH13",11
"89143","MYH14",13
"90140","MYH15",17
"77378","MYH2",9
"71821","MYH3",5
"77379","MYH4",8
"72003","MYH6",11
"90213","MYH7",21
"70970","MYH7B",13
"88525","MYH8",17
"90009","MYH9",23
"89458","MYL1",3
"66542","MYL10",1
"73209","MYL12A",5
"34876","MYL12B",2
"35901","MYL5",3
"53470","MYL6",3
"53471","MYL6B",2
"42776","MYL7",1
"3636","MYL9",1
"67980","MYLIP",2
"73274","MYLK",11
"87499","MYLK2",5
"53474","MYLK3",3
"82870","MYLK4",2
"63533","MYLPF",1
"85635","MYNN",5
"77386","MYO10",14
"89878","MYO15A",13
"36262","MYO15B",2
"82328","MYO16",15
"81452","MYO18A",9
"82531","MYO18B",22
"66546","MYO19",3
"69866","MYO1A",5
"83188","MYO1B",6
"67896","MYO1C",1
"64381","MYO1D",4
"90214","MYO1E",6
"74243","MYO1F",3
"86724","MYO1G",3
"77391","MYO1H",8
"83014","MYO3A",18
"58548","MYO3B",5
"82726","MYO5A",8
"82329","MYO5B",17
"63005","MYO5C",7
"89840","MYO6",11
"88007","MYO7A",13
"84948","MYO7B",14
"85637","MYO9A",16
"88690","MYO9B",10
"34063","MYOC",1
"77404","MYOCD",9
"81859","MYOF",15
"77408","MYOM1",7
"77410","MYOM2",12
"85638","MYOM3",11
"85639","MYOT",2
"51000","MYOZ1",3
"53490","MYOZ2",1
"42799","MYOZ3",1
"87450","MYPN",7
"62064","MYPOP",1
"62834","MYRIP",8
"81453","MYSM1",3
"88994","MYT1",10
"86162","MYT1L",14
"30759","MZB1",1
"36896","MZF1",1
"72124","MZT2B",1
"82727","N4BP1",4
"89144","N4BP2",11
"85640","N4BP2L2",5
"81454","N4BP3",2
"77415","N6AMT1",1
"58551","N6AMT2",1
"66551","NAA10",3
"20856","NAA11",1
"85641","NAA15",2
"84475","NAA16",2
"16827","NAA20",1
"84476","NAA25",5
"55024","NAA30",2
"77418","NAA35",4
"89459","NAA50",1
"85642","NAALAD2",4
"72447","NAALADL1",2
"85643","NAALADL2",11
"84480","NAB2",3
"13627","NABP2",2
"80239","NACA",9
"42806","NACA2",2
"89273","NACAD",14
"4266","NACC1",1
"60054","NADK",1
"77423","NADKD1",3
"89145","NADSYN1",6
"42808","NAE1",2
"45366","NAF1",2
"16967","NAGA",1
"42809","NAGK",2
"66557","NAGLU",2
"42810","NAGPA",2
"31315","NAGS",1
"63667","NAIF1",4
"1794","NAIP",1
"89743","NALCN",16
"35068","NAMPT",8
"71151","NAMPTL",6
"13052","NANOGNB",1
"84481","NANOS3",4
"42811","NANP",1
"23025","NANS",1
"36091","NAP1L1",3
"36472","NAP1L2",3
"53501","NAP1L3",2
"77428","NAP1L4",3
"53502","NAP1L5",1
"89879","NAPA",3
"19185","NAPEPLD",1
"34772","NAPRT1",2
"1795","NAPSA",1
"66559","NARF",4
"57809","NARFL",2
"87902","NARG2",5
"81456","NARS",1
"83912","NARS2",2
"88526","NASP",6
"38035","NAT1",2
"45776","NAT10",3
"17539","NAT14",1
"46625","NAT16",1
"77431","NAT8",2
"58752","NAT8L",1
"85644","NAT9",6
"85048","NAV1",15
"66561","NAV2",10
"86247","NAV3",20
"90163","NBAS",15
"84950","NBEA",12
"85646","NBEAL1",15
"89372","NBEAL2",13
"67692","NBL1",3
"61659","NBN",4
"86730","NBPF10",16
"88178","NBPF11",2
"87418","NBPF12",11
"70795","NBPF14",6
"88882","NBPF20",2
"77439","NBPF3",2
"66564","NBPF4",1
"73735","NBPF9",7
"87106","NBR1",3
"77440","NCALD",2
"65607","NCAM1",6
"86737","NCAM2",4
"69877","NCAN",6
"82330","NCAPD2",5
"84482","NCAPD3",7
"77442","NCAPG",2
"77444","NCAPG2",6
"84483","NCAPH",6
"64605","NCAPH2",3
"39726","NCBP1",1
"42830","NCBP2",1
"22412","NCCRP1",2
"66565","NCDN",4
"25486","NCEH1",2
"371","NCF1",1
"64606","NCF2",7
"77445","NCF4",4
"53510","NCK1",2
"74245","NCK2",1
"86163","NCKAP1",9
"77450","NCKAP1L",8
"77451","NCKAP5",9
"77452","NCKAP5L",4
"42833","NCKIPSD",2
"60368","NCL",7
"86738","NCLN",1
"59817","NCMAP",1
"88008","NCOA1",5
"81458","NCOA2",6
"65608","NCOA3",9
"84485","NCOA5",6
"86248","NCOA6",14
"89202","NCOA7",4
"88437","NCOR1",45
"83584","NCOR2",8
"87774","NCR1",3
"83546","NCR2",4
"24734","NCR3LG1",2
"46210","NCS1",1
"64733","NCSTN",7
"59634","NDC80",5
"77456","NDE1",2
"47120","NDFIP1",2
"58555","NDFIP2",4
"57380","NDN",1
"77457","NDNF",5
"68330","NDOR1",2
"88009","NDRG1",3
"58981","NDRG2",3
"42850","NDRG3",2
"11953","NDRG4",2
"42851","NDST1",4
"19194","NDST2",1
"84488","NDST3",5
"27080","NDUFA1",3
"14477","NDUFA10",1
"5978","NDUFA13",1
"18137","NDUFA2",1
"16072","NDUFA4",1
"23035","NDUFA4L2",1
"51235","NDUFA6",1
"88883","NDUFA7",1
"57810","NDUFA9",3
"47268","NDUFAF1",3
"50191","NDUFAF2",2
"60369","NDUFAF5",2
"23037","NDUFB1",2
"85648","NDUFB10",1
"2955","NDUFB3",1
"89880","NDUFB5",4
"42854","NDUFB6",2
"66575","NDUFB8",1
"77459","NDUFB9",3
"53518","NDUFS1",1
"77461","NDUFS2",7
"81818","NDUFS3",1
"13267","NDUFS5",1
"33066","NDUFS6",1
"86740","NDUFS7",2
"88528","NDUFS8",1
"55907","NDUFV1",5
"80810","NDUFV2",1
"85649","NDUFV3",5
"89035","NEB",43
"73390","NEBL",5
"83977","NECAB1",4
"77465","NECAB2",1
"3644","NECAB3",1
"9908","NECAP1",1
"19195","NECAP2",2
"61051","NEDD1",4
"88884","NEDD4",6
"90453","NEDD4L",8
"64147","NEDD8-MDP1",1
"87634","NEDD9",11
"89146","NEFH",9
"77469","NEFM",5
"89706","NEGR1",2
"90010","NEIL1",4
"77470","NEIL3",1
"77471","NEK1",6
"84490","NEK10",7
"46047","NEK11",4
"74246","NEK2",2
"13093","NEK3",3
"53528","NEK4",4
"77475","NEK5",10
"48411","NEK6",4
"56507","NEK7",1
"73805","NEK8",6
"88885","NEK9",6
"89094","NELL1",7
"81171","NELL2",5
"83501","NEMF",4
"88010","NEO1",6
"86741","NES",14
"63670","NET1",3
"71346","NETO1",4
"85653","NETO2",3
"38053","NEU1",1
"84492","NEU3",2
"89514","NEU4",2
"67694","NEURL",1
"69884","NEURL2",2
"66583","NEURL4",6
"58060","NEUROD1",4
"9386","NEUROD2",1
"88995","NEUROD4",2
"77484","NEUROD6",6
"20906","NEUROG2",1
"71217","NEUROG3",3
"81172","NEXN",8
"85654","NF1",32
"66584","NF2",4
"87635","NFASC",11
"64842","NFAT5",7
"81460","NFATC1",5
"84493","NFATC2",4
"88886","NFATC3",11
"86251","NFATC4",10
"53538","NFE2",4
"85656","NFE2L1",8
"42869","NFE2L2",5
"83852","NFE2L3",9
"77493","NFIA",2
"24182","NFIB",1
"63008","NFIC",2
"34068","NFIL3",1
"48416","NFKB1",5
"77495","NFKB2",6
"24183","NFKBIA",3
"88887","NFKBIB",2
"72127","NFKBIE",3
"63671","NFKBIZ",7
"77496","NFRKB",4
"47674","NFS1",1
"42872","NFU1",1
"88996","NFX1",4
"21873","NFXL1",2
"30374","NFYB",1
"73391","NFYC",5
"42874","NGDN",1
"89881","NGEF",3
"32524","NGF",2
"1044","NGFR",1
"85658","NGFRAP1",3
"69888","NGLY1",2
"53542","NHEJ1",1
"48417","NHLH1",1
"81173","NHLRC1",3
"69889","NHLRC2",6
"67368","NHLRC3",1
"87636","NHP2",1
"38057","NHP2L1",1
"85659","NHS",15
"88304","NHSL1",6
"89679","NHSL2",9
"80614","NID1",12
"85660","NID2",12
"42877","NIF3L1",2
"77502","NIM1",3
"80812","NIN",15
"30765","NINJ2",1
"84494","NINL",13
"29499","NIP7",1
"86744","NIPA1",3
"77504","NIPAL1",4
"5594","NIPAL2",1
"81461","NIPAL3",1
"60487","NIPAL4",3
"77507","NIPBL",22
"48419","NISCH",5
"69896","NIT2",2
"29500","NKAIN1",1
"64777","NKAIN2",4
"8241","NKAIN3",1
"62612","NKAP",3
"55268","NKAPL",3
"25219","NKD1",1
"45778","NKD2",2
"63901","NKIRAS1",2
"38058","NKIRAS2",1
"88719","NKPD1",2
"51564","NKRF",4
"88013","NKTR",12
"85050","NKX1-2",1
"42885","NKX2-2",1
"80615","NKX2-5",1
"58872","NKX2-6",2
"80426","NKX2-8",1
"47675","NKX3-1",2
"25326","NKX6-1",1
"81087","NKX6-2",1
"21338","NLE1",3
"88997","NLGN1",8
"89882","NLGN2",7
"69898","NLGN3",11
"77510","NLGN4X",10
"67812","NLK",1
"34774","NLN",2
"80947","NLRC3",9
"58557","NLRC4",11
"85662","NLRC5",19
"81463","NLRP1",8
"53559","NLRP10",5
"83803","NLRP11",8
"77514","NLRP12",6
"53560","NLRP13",8
"77519","NLRP14",5
"87252","NLRP2",13
"72814","NLRP3",9
"63674","NLRP4",6
"85664","NLRP5",7
"89960","NLRP7",16
"88888","NLRP8",6
"89961","NLRP9",7
"88530","NLRX1",6
"89373","NMBR",3
"77525","NMD3",4
"16833","NME6",1
"59111","NME7",4
"56135","NME8",1
"77526","NMI",2
"71349","NMNAT1",2
"84953","NMNAT2",3
"13506","NMRK2",1
"23767","NMS",1
"77528","NMT1",7
"77530","NMT2",4
"77531","NMU",2
"42903","NMUR1",3
"38733","NMUR2",4
"82092","NNT",6
"83016","NOA1",4
"70638","NOBOX",5
"15708","NOC2L",1
"83714","NOC3L",6
"26124","NOC4L",2
"59636","NOD1",7
"15197","NOD2",1
"46512","NODAL",1
"66592","NOG",1
"77536","NOL10",3
"68331","NOL11",3
"80989","NOL12",2
"3834","NOL3",1
"42908","NOL4",3
"61465","NOL6",12
"32985","NOL7",2
"87420","NOL8",3
"60296","NOLC1",2
"60217","NOM1",2
"89629","NOMO1",9
"63111","NOMO2",5
"80240","NOMO3",1
"61226","NONO",2
"58753","NOP10",1
"62075","NOP14",7
"87500","NOP2",7
"63487","NOP56",2
"84955","NOP58",6
"55025","NOP9",4
"84499","NOS1",13
"77542","NOS1AP",4
"77544","NOS2",12
"88998","NOS3",3
"89883","NOSIP",1
"42923","NOSTRIN",3
"71052","NOTCH1",8
"80399","NOTCH2",27
"90045","NOTCH3",11
"88113","NOTCH4",13
"26468","NOTO",2
"64904","NOTUM",3
"60370","NOV",2
"32986","NOVA1",1
"69904","NOVA2",2
"53575","NOX1",5
"71655","NOX3",2
"67370","NOX4",3
"53577","NOX5",4
"46214","NOXA1",1
"89095","NPAP1",7
"60949","NPAS1",4
"77546","NPAS2",8
"31329","NPAS3",3
"89962","NPAS4",10
"62079","NPAT",6
"87719","NPBWR1",3
"86252","NPC1",12
"84500","NPC1L1",3
"68490","NPDC1",3
"66596","NPEPL1",1
"88014","NPEPPS",5
"73392","NPFFR2",7
"85665","NPHP1",4
"77548","NPHP3",4
"72676","NPHP4",9
"81176","NPHS1",3
"67951","NPHS2",2
"89707","NPIPL2",5
"86747","NPIPL3",2
"53585","NPIPP1",2
"69907","NPL",2
"85666","NPLOC4",3
"77550","NPNT",6
"25491","NPPA",1
"42932","NPR1",5
"84501","NPR2",9
"80990","NPR3",4
"66600","NPRL2",1
"23057","NPRL3",1
"36358","NPSR1",2
"82843","NPTN",2
"87253","NPTX1",2
"63176","NPTX2",1
"60371","NPTXR",4
"53587","NPVF",4
"58017","NPY",1
"81990","NPY1R",6
"86748","NPY2R",3
"13906","NQO1",1
"22207","NQO2",2
"64460","NR0B2",2
