"","symbol","weight"
"79365","TTC19",3
"82969","TTC21A",9
"79367","TTC21B",7
"46392","TTC22",3
"88054","TTC23",3
"84774","TTC23L",4
"48563","TTC24",5
"44477","TTC26",3
"46423","TTC27",2
"73347","TTC28",11
"65418","TTC29",5
"88333","TTC3",13
"38397","TTC30B",2
"59190","TTC31",2
"74267","TTC32",3
"88334","TTC34",2
"82022","TTC37",6
"85972","TTC38",7
"89719","TTC39A",9
"79374","TTC39B",3
"79375","TTC39C",3
"83269","TTC4",4
"89659","TTC40",13
"62495","TTC5",3
"273","TTC6",2
"72688","TTC7A",5
"87222","TTC7B",9
"54677","TTC8",1
"15803","TTC9",1
"56032","TTC9C",2
"79377","TTF1",3
"38826","TTF2",4
"79379","TTI1",3
"54680","TTI2",3
"70669","TTK",2
"47875","TTL",1
"79380","TTLL1",4
"67739","TTLL10",1
"54682","TTLL11",1
"64918","TTLL12",1
"31883","TTLL13",1
"79381","TTLL2",4
"84776","TTLL3",7
"63504","TTLL4",7
"79385","TTLL5",9
"84777","TTLL6",7
"79388","TTLL7",9
"89212","TTLL8",2
"44489","TTLL9",3
"89982","TTN",293
"44508","TTPA",3
"59875","TTPAL",4
"68691","TTYH1",3
"84782","TTYH2",7
"89692","TUB",5
"65258","TUBA1A",3
"63734","TUBA1B",2
"68361","TUBA1C",4
"73011","TUBA3C",5
"17904","TUBA3D",3
"86953","TUBA3E",3
"60277","TUBA3FP",1
"34215","TUBA4A",1
"86954","TUBA4B",1
"79426","TUBA8",1
"79427","TUBAL3",2
"38828","TUBB",3
"90312","TUBB1",4
"56236","TUBB2B",3
"58653","TUBB3",2
"55292","TUBB4B",3
"67127","TUBB6",2
"86959","TUBB8",5
"70406","TUBD1",5
"85974","TUBE1",3
"67128","TUBG1",2
"83276","TUBG2",1
"85001","TUBGCP2",5
"79431","TUBGCP3",6
"79432","TUBGCP4",6
"83780","TUBGCP5",4
"79434","TUBGCP6",9
"87368","TUFM",4
"81616","TULP1",5
"82125","TULP2",2
"89921","TULP3",4
"86961","TULP4",11
"44519","TUSC2",1
"81617","TUSC3",2
"74316","TUT1",4
"71618","TWF1",2
"23732","TWF2",2
"11756","TWIST1",2
"44520","TWISTNB",3
"17255","TWSG1",2
"34217","TXK",3
"88553","TXLNA",3
"79439","TXLNB",5
"85977","TXLNG",3
"72642","TXN",1
"54709","TXN2",1
"89327","TXNDC11",10
"74268","TXNDC12",1
"27289","TXNDC15",3
"86962","TXNDC16",7
"88055","TXNDC2",5
"79443","TXNDC5",4
"58801","TXNDC8",2
"79444","TXNIP",2
"86296","TXNL1",3
"34915","TXNL4A",1
"88198","TXNRD1",6
"67132","TXNRD2",3
"51586","TXNRD3NB",1
"80150","TYK2",8
"14132","TYMP",1
"68445","TYMS",1
"82672","TYR",5
"89660","TYRO3",6
"54712","TYRP1",7
"55152","TYSND1",1
"85981","TYW1",4
"81101","TYW3",5
"22479","U2AF1",1
"72258","U2AF2",4
"71680","U2SURP",4
"83876","UACA",8
"79451","UAP1",3
"87186","UBA1",8
"79454","UBA2",2
"70922","UBA3",1
"34979","UBA5",1
"85982","UBA52",2
"73322","UBA6",7
"71123","UBA7",6
"5189","UBAC2",1
"82757","UBAP1",5
"88336","UBAP1L",4
"54716","UBAP2",7
"74112","UBAP2L",6
"56641","UBASH3A",3
"54718","UBASH3B",3
"84784","UBBP4",1
"90464","UBC",14
"89754","UBE2A",2
"33799","UBE2C",1
"79455","UBE2D1",1
"64217","UBE2D2",3
"79456","UBE2D3",2
"30297","UBE2E1",2
"86373","UBE2E3",2
"89813","UBE2F",1
"28459","UBE2I",1
"46128","UBE2J1",3
"63861","UBE2J2",2
"79457","UBE2L3",1
"56121","UBE2L6",2
"44542","UBE2NL",1
"70410","UBE2O",2
"85983","UBE2Q1",5
"44543","UBE2Q2",2
"35632","UBE2QL1",1
"32587","UBE2R2",1
"86297","UBE2T",2
"17444","UBE2V2",1
"3898","UBE2W",1
"79460","UBE2Z",1
"32671","UBE3A",4
"88671","UBE3B",10
"79462","UBE3C",6
"89661","UBE3D",5
"89405","UBE4A",7
"79464","UBE4B",13
"49613","UBFD1",3
"61291","UBIAD1",2
"63928","UBL3",2
"86967","UBL4A",2
"46992","UBL4B",1
"45525","UBL5",1
"51089","UBL7",1
"62214","UBLCP1",3
"89722","UBN1",6
"89476","UBN2",11
"35709","UBOX5",1
"72644","UBP1",4
"29819","UBQLN1",2
"79466","UBQLN2",2
"89723","UBQLN3",2
"79467","UBQLN4",6
"4450","UBQLNL",1
"79468","UBR1",10
"84785","UBR2",12
"85985","UBR3",12
"90239","UBR4",35
"88056","UBR5",20
"71226","UBR7",3
"71905","UBTD2",2
"71906","UBTF",6
"44552","UBXN10",1
"67137","UBXN11",8
"70416","UBXN2A",2
"54984","UBXN2B",5
"79474","UBXN4",4
"56642","UBXN6",1
"88951","UBXN7",3
"84787","UCHL3",2
"79475","UCHL5",4
"83781","UCK1",1
"35844","UCK2",2
"7153","UCKL1",1
"79476","UCN2",1
"88469","UCP2",5
"90359","UCP3",2
"87872","UEVLD",2
"29953","UFC1",2
"63735","UFD1L",1
"72938","UFL1",7
"73769","UFSP1",2
"79478","UFSP2",3
"79479","UGCG",1
"61882","UGDH",1
"83277","UGGT1",11
"82464","UGGT2",15
"44562","UGP2",4
"79485","UGT1A1",5
"64494","UGT1A10",3
"61686","UGT1A3",3
"54735","UGT1A4",4
"88248","UGT1A6",2
"38622","UGT1A7",3
"71682","UGT1A8",2
"79488","UGT1A9",2
"79490","UGT2A1",7
"58256","UGT2B10",3
"54736","UGT2B11",1
"79491","UGT2B15",6
"29825","UGT2B17",2
"82824","UGT2B28",3
"57651","UGT2B4",4
"70418","UGT2B7",3
"54741","UGT3A1",1
"84788","UGT3A2",2
"87873","UGT8",5
"19909","UHMK1",1
"79494","UHRF1BP1",5
"68446","UHRF1BP1L",9
"61687","UHRF2",1
"56697","UIMC1",1
"85987","ULBP1",2
"51428","ULBP2",4
"54744","ULBP3",3
"71409","ULK1",6
"57560","ULK2",6
"44573","ULK3",5
"79495","ULK4",7
"70994","UMOD",3
"79497","UMODL1",14
"58257","UMPS",4
"34565","UNC119",1
"58658","UNC119B",2
"82465","UNC13A",11
"83877","UNC13B",6
"81723","UNC13C",19
"85988","UNC13D",5
"36032","UNC45A",4
"79502","UNC45B",5
"85989","UNC50",3
"25904","UNC5A",2
"67141","UNC5B",6
"63863","UNC5C",3
"80498","UNC5CL",1
"85990","UNC5D",16
"85991","UNC79",15
"79508","UNC80",14
"68267","UNC93A",3
"64496","UNC93B1",3
"33139","UNCX",2
"70419","UNK",5
"59141","UPB1",3
"85002","UPF1",3
"79510","UPF2",7
"37329","UPF3A",4
"86972","UPF3AP2",1
"88704","UPF3B",6
"19686","UPK1A",1
"12140","UPK2",1
"70420","UPK3B",1
"70421","UPP1",3
"79514","UPRT",3
"54752","UQCC",3
"84790","UQCR10",2
"31575","UQCRB",1
"55360","UQCRC1",1
"54753","UQCRC2",4
"79516","UQCRFS1",1
"85993","URB1",9
"86973","URB2",10
"57171","URGCP",21
"72901","URI1",3
"73350","URM1",2
"67147","UROC1",4
"47253","UROD",3
"73301","UROS",2
"74116","USE1",3
"82904","USF1",2
"79519","USH1C",8
"79520","USH1G",3
"87667","USH2A",49
"62438","USHBP1",5
"84026","USO1",7
"59935","USP1",7
"46995","USP10",2
"58259","USP11",4
"71706","USP12",8
"87188","USP13",8
"79526","USP14",1
"81619","USP15",7
"45894","USP16",1
"25018","USP17L2",1
"73954","USP19",2
"81620","USP2",2
"70423","USP20",2
"79529","USP21",5
"85996","USP22",3
"81621","USP24",8
"89006","USP25",10
"85997","USP26",5
"44598","USP28",5
"84792","USP29",6
"3411","USP3",2
"54756","USP30",1
"79534","USP31",6
"79535","USP32",10
"90241","USP33",6
"87874","USP34",28
"83562","USP35",4
"70429","USP36",8
"79537","USP37",5
"71968","USP38",2
"79538","USP39",6
"84793","USP4",6
"79540","USP40",5
"45527","USP41",2
"88767","USP42",5
"79541","USP43",4
"84794","USP45",7
"88144","USP46",1
"84795","USP47",5
"79545","USP48",5
"88953","USP49",3
"83878","USP5",7
"11775","USP50",1
"82025","USP51",3
"79548","USP53",5
"90024","USP54",8
"84796","USP6",4
"44610","USP6NL",2
"90242","USP7",6
"87317","USP8",9
"89564","USP9X",20
"81623","USPL1",12
"64221","UST",2
"79555","UTP11L",2
"80975","UTP14A",6
"24022","UTP14C",2
"81624","UTP15",3
"79557","UTP18",1
"86004","UTP20",12
"44615","UTP3",3
"67150","UTP6",1
"86005","UTRN",26
"70433","UTS2R",1
"24250","UVRAG",3
"86978","UVSSA",2
"82758","UXS1",4
"79559","UXT",1
"81724","VAC14",9
"7339","VAMP1",1
"67740","VAMP2",1
"59878","VAMP3",2
"44617","VAMP4",1
"275","VAMP5",1
"79560","VAMP7",2
"46335","VANGL1",2
"81934","VANGL2",8
"67395","VAPA",2
"44618","VAPB",1
"54770","VARS",2
"67151","VARS2",1
"90395","VASH1",3
"89407","VASH2",3
"70436","VASN",2
"54771","VAT1",1
"67152","VAV1",7
"73427","VAV2",3
"89535","VAV3",8
"70437","VAX1",1
"71908","VAX2",1
"84027","VCAM1",7
"88554","VCAN",24
"89477","VCL",6
"86979","VCP",4
"57939","VCPIP1",9
"84800","VCX",5
"30472","VCX3A",1
"81051","VCX3B",4
"54776","VDAC1",1
"90433","VDAC2",3
"26943","VDAC3",1
"46642","VEGFA",1
"82759","VEGFB",1
"87318","VEGFC",2
"89814","VEPH1",3
"89898","VEZF1",7
"87465","VEZT",5
"87668","VGLL1",2
"32592","VGLL2",1
"63957","VGLL3",2
"55534","VGLL4",4
"88955","VIL1",5
"37412","VILL",6
"44626","VIM",2
"25151","VIMP",1
"36382","VIP",1
"81626","VIPAS39",1
"60510","VIPR1",2
"64498","VIPR2",4
"89478","VIT",7
"47473","VKORC1",1
"81830","VLDLR",10
"11783","VMA21",1
"44629","VMO1",1
"9051","VN1R1",1
"67156","VN1R2",2
"51363","VN1R4",2
"55473","VNN1",3
"84802","VNN2",7
"36301","VNN3",1
"87189","VPRBP",10
"84804","VPS13A",19
"81628","VPS13B",21
"87832","VPS13C",24
"88608","VPS13D",31
"59879","VPS16",4
"65260","VPS18",5
"88338","VPS25",2
"29840","VPS26A",3
"88339","VPS26B",4
"32896","VPS28",1
"70441","VPS33A",5
"35946","VPS33B",3
"47042","VPS35",3
"38426","VPS37A",2
"51411","VPS37B",1
"49633","VPS39",6
"79584","VPS41",6
"79585","VPS45",4
"45895","VPS4A",1
"88610","VPS4B",8
"84807","VPS51",2
"89933","VPS52",4
"54790","VPS53",4
"79587","VPS54",5
"46424","VPS72",1
"68364","VPS8",6
"89725","VRK1",2
"65552","VRK2",3
"71909","VRK3",5
"82391","VRTN",7
"79591","VSIG1",6
"86006","VSIG10",2
"87875","VSIG10L",3
"35103","VSIG4",6
"89756","VSIG8",3
"80585","VSNL1",1
"63738","VSTM1",3
"80381","VSTM2A",2
"59700","VSTM2B",3
"87370","VSTM4",4
"30913","VSTM5",1
"59144","VSX1",2
"23562","VTCN1",2
"67158","VTI1A",1
"32593","VTI1B",2
"63059","VTN",3
"84808","VWA2",2
"79593","VWA3A",15
"86007","VWA3B",15
"84810","VWA5A",1
"79596","VWA5B1",6
"80631","VWA5B2",3
"71969","VWA7",6
"86008","VWA8",13
"30915","VWC2L",3
"82027","VWCE",7
"88200","VWDE",11
"90360","VWF",11
"90435","WAC",8
"44657","WAPAL",2
"79602","WARS2",2
"87192","WAS",6
"58667","WASF1",6
"79603","WASF2",3
"79604","WASF3",5
"86982","WASH4P",1
"79605","WASL",4
"86009","WBP1",3
"88340","WBP11",4
"27786","WBP1L",1
"67161","WBP2",2
"89408","WBP2NL",1
"79607","WBP4",2
"72325","WBP5",1
"63323","WBSCR16",2
"63140","WBSCR17",7
"44661","WBSCR22",2
"70996","WBSCR27",2
"67162","WBSCR28",5
"79608","WDFY1",2
"84812","WDFY2",2
"83281","WDFY3",18
"89985","WDFY4",21
"44665","WDHD1",4
"88612","WDPCP",5
"86298","WDR1",1
"88575","WDR11",6
"278","WDR12",1
"88957","WDR13",8
"45196","WDR16",1
"90436","WDR17",14
"64919","WDR19",5
"83518","WDR20",2
"82392","WDR24",4
"38432","WDR25",2
"55295","WDR26",4
"89007","WDR27",3
"84814","WDR3",5
"70447","WDR31",2
"83282","WDR33",12
"79616","WDR34",1
"79618","WDR35",9
"80977","WDR36",4
"67168","WDR37",2
"87520","WDR38",2
"59480","WDR4",4
"88145","WDR43",3
"80587","WDR44",16
"84815","WDR45",3
"58350","WDR45L",2
"79621","WDR46",5
"79622","WDR47",7
"39675","WDR48",5
"84816","WDR49",8
"70449","WDR5",2
"79624","WDR52",18
"11796","WDR53",1
"80499","WDR54",2
"86984","WDR55",3
"67170","WDR59",3
"81632","WDR6",10
"84817","WDR60",5
"69010","WDR61",2
"79626","WDR62",6
"79627","WDR63",2
"44679","WDR64",8
"79628","WDR65",4
"86013","WDR66",14
"71912","WDR67",9
"88958","WDR69",5
"82166","WDR7",11
"90361","WDR72",11
"55509","WDR73",1
"90489","WDR74",2
"67173","WDR75",3
"79631","WDR76",5
"86986","WDR78",6
"70450","WDR81",5
"63741","WDR82",2
"15979","WDR83",2
"37159","WDR83OS",1
"23528","WDR86",1
"86015","WDR87",19
"7183","WDR88",1
"55848","WDR90",3
"60802","WDR91",4
"7184","WDR92",1
"73429","WDR93",6
"88706","WDR96",8
"72170","WDTC1",5
"21082","WDYHV1",3
"67911","WEE1",5
"54810","WEE2",3
"54811","WFDC10B",1
"2742","WFDC11",1
"79640","WFDC12",1
"64869","WFDC2",2
"3791","WFDC3",1
"47319","WFDC5",3
"58671","WFDC6",2
"68367","WFDC8",1
"51096","WFIKKN1",2
"82394","WFIKKN2",3
"90315","WFS1",2
"86188","WHAMM",3
"88472","WHSC1",8
"44688","WHSC1L1",5
"44689","WHSC2",3
"82102","WIF1",3
"70704","WIPF1",3
"2744","WIPF2",2
"79645","WIPF3",1
"68368","WIPI1",3
"54812","WIPI2",1
"63141","WISP1",3
"67176","WISP2",3
"70457","WISP3",3
"67177","WIZ",8
"79646","WLS",8
"79648","WNK1",19
"64500","WNK2",8
"89693","WNK3",21
"74119","WNK4",4
"64501","WNT10B",1
"67179","WNT11",1
"67741","WNT16",3
"32674","WNT2",1
"68540","WNT2B",4
"88959","WNT3",1
"72652","WNT3A",2
"87223","WNT4",1
"86018","WNT5B",6
"56034","WNT6",1
"64301","WNT7A",6
"70461","WNT7B",1
"56935","WNT8B",2
"55935","WNT9A",4
"68269","WRAP53",3
"81874","WRAP73",2
"79655","WRN",7
"86987","WRNIP1",3
"89899","WSB1",3
"26380","WSB2",1
"67551","WSCD1",2
"74322","WSCD2",14
"88058","WT1",4
"63866","WTAP",4
"39157","WTIP",3
"79656","WWC1",8
"73013","WWC2",4
"70463","WWC3",10
"63743","WWOX",2
"79659","WWP1",7
"71166","WWP2",13
"33802","XAB2",3
"57475","XAF1",1
"44702","XAGE5",1
"82762","XBP1",5
"73772","XCL1",2
"90362","XCR1",3
"86019","XDH",9
"11802","XG",1
"14618","XIAP",1
"89053","XIRP1",12
"88473","XIRP2",36
"88707","XK",4
"80978","XKR3",2
"79671","XKR4",7
"90026","XKR6",5
"82028","XKR7",2
"54830","XKR8",1
"60804","XKR9",2
"88342","XKRX",3
"74270","XPA",2
"68449","XPC",7
"81635","XPNPEP1",3
"54834","XPNPEP2",4
"82196","XPNPEP3",7
"89167","XPO1",16
"86989","XPO4",9
"84822","XPO5",11
"86021","XPO6",8
"79675","XPO7",8
"85081","XPOT",8
"79676","XPR1",3
"67183","XRCC1",4
"87224","XRCC2",2
"87194","XRCC4",6
"79679","XRCC5",3
"82764","XRCC6",4
"14554","XRCC6BP1",2
"79681","XRN1",11
"87741","XRN2",4
"82197","XRRA1",7
"21934","XXYLT1",2
"49649","XYLB",3
"54837","XYLT1",4
"65018","XYLT2",5
"34235","YAE1D1",2
"79682","YAF2",3
"3162","YAP1",1
"86023","YARS",4
"39161","YARS2",1
"16917","YBEY",1
"56276","YBX1",3
"72018","YDJC",1
"68120","YEATS2",10
"67790","YEATS4",2
"7277","YES1",2
"79684","YIF1A",3
"67185","YIF1B",3
"59881","YIPF1",3
"11809","YIPF2",1
"46646","YIPF3",2
"15484","YIPF4",2
"25152","YIPF6",2
"15371","YIPF7",2
"87876","YJEFN3",3
"89479","YLPM1",21
"79686","YME1L1",5
"7191","YOD1",1
"68541","YPEL1",1
"86990","YPEL4",1
"10184","YPEL5",1
"79687","YSK4",9
"89410","YTHDC1",3
"54845","YTHDC2",2
"89329","YTHDF1",5
"9072","YTHDF2",1
"79689","YWHAB",2
"18253","YWHAG",1
"79690","YWHAZ",3
"86026","YY1",2
"89009","YY1AP1",6
"14246","YY2",1
"50037","ZACN",1
"69011","ZADH2",1
"89694","ZAK",7
"82072","ZAN",21
"59990","ZAP70",3
"71915","ZAR1",2
"86189","ZAR1L",2
"74121","ZBBX",7
"67742","ZBED1",2
"89411","ZBED2",1
"90466","ZBED4",7
"79693","ZBED5",5
"34284","ZBED6",1
"79694","ZBP1",4
"70470","ZBTB1",3
"79695","ZBTB10",7
"79696","ZBTB11",4
"87743","ZBTB12",2
"80893","ZBTB16",4
"67189","ZBTB17",4
"71415","ZBTB2",4
"71917","ZBTB20",4
"87833","ZBTB22",4
"79697","ZBTB24",6
"16186","ZBTB25",1
"81639","ZBTB26",3
"80894","ZBTB3",5
"44735","ZBTB32",3
"87288","ZBTB33",5
"40045","ZBTB37",3
"82073","ZBTB38",6
"59283","ZBTB39",3
"88642","ZBTB4",7
"72428","ZBTB40",8
"70471","ZBTB41",7
"71228","ZBTB42",1
"44737","ZBTB43",3
"54856","ZBTB44",3
"44738","ZBTB45",1
"71416","ZBTB46",2
"57653","ZBTB47",1
"36521","ZBTB48",4
"79700","ZBTB49",5
"87521","ZBTB5",8
"84827","ZBTB6",6
"23425","ZBTB7B",1
"88372","ZBTB7C",5
"44745","ZBTB8A",2
"85004","ZBTB8OS",5
"68760","ZBTB9",3
"79702","ZC2HC1A",5
"62915","ZC2HC1C",3
"47762","ZC3H10",1
"86030","ZC3H11A",8
"60452","ZC3H12A",5
"89213","ZC3H12B",9
"89168","ZC3H12C",7
"87272","ZC3H13",17
"86301","ZC3H14",5
"55995","ZC3H15",4
"67193","ZC3H18",6
"72857","ZC3H3",3
"73878","ZC3H4",3
"80182","ZC3H6",8
"79715","ZC3H7A",6
"68452","ZC3H7B",7
"86031","ZC3HAV1",7
"56936","ZC3HC1",4
"45903","ZC4H2",1
"89900","ZCCHC11",11
"86122","ZCCHC12",6
"79720","ZCCHC13",2
"56992","ZCCHC14",5
"28719","ZCCHC16",1
"64228","ZCCHC17",1
"86032","ZCCHC2",8
"54860","ZCCHC24",1
"60806","ZCCHC3",1
"79723","ZCCHC4",2
"67608","ZCCHC5",4
"81935","ZCCHC6",11
"47831","ZCCHC7",1
"88961","ZCCHC8",7
"62916","ZCCHC9",1
"19737","ZCRB1",1
"86034","ZCWPW1",10
"85083","ZCWPW2",5
"79735","ZDBF2",21
"72656","ZDHHC1",5
"79736","ZDHHC11",4
"89413","ZDHHC11B",2
"44760","ZDHHC12",2
"86035","ZDHHC13",3
"86036","ZDHHC15",4
"45905","ZDHHC16",1
"64229","ZDHHC17",3
"21936","ZDHHC18",1
"67194","ZDHHC19",1
"34716","ZDHHC2",1
"79740","ZDHHC20",3
"54967","ZDHHC21",1
"79742","ZDHHC22",3
"44763","ZDHHC23",2
"90490","ZDHHC3",2
"36388","ZDHHC4",1
"60807","ZDHHC5",3
"83285","ZDHHC6",2
"10191","ZDHHC7",1
"58910","ZDHHC8",2
"88643","ZDHHC9",3
"90437","ZEB1",6
"88475","ZEB2",8
"35227","ZER1",1
"72658","ZFAND1",3
"4795","ZFAND2A",1
"29999","ZFAND2B",1
"79743","ZFAND4",5
"86037","ZFAT",5
"89986","ZFC3H1",8
"27950","ZFHX2",3
"88963","ZFHX3",21
"88708","ZFHX4",38
"87671","ZFP106",14
"84829","ZFP112",4
"67914","ZFP14",2
"25908","ZFP161",3
"81832","ZFP28",6
"79751","ZFP3",5
"58911","ZFP30",4
"86041","ZFP36",4
"90363","ZFP36L1",9
"87195","ZFP36L2",7
"87877","ZFP37",6
"62441","ZFP41",2
"81640","ZFP57",3
"84831","ZFP62",5
"87522","ZFP64",14
"70480","ZFP82",2
"54869","ZFP90",3
"87573","ZFP91",8
"73014","ZFP92",4
"72173","ZFPL1",6
"63422","ZFPM1",2
"87523","ZFPM2",15
"68373","ZFR",7
"21212","ZFR2",1
"54871","ZFX",5
"54873","ZFYVE1",4
"79756","ZFYVE16",6
"87794","ZFYVE19",7
"86043","ZFYVE20",7
"68961","ZFYVE26",8
"64650","ZFYVE27",2
"89294","ZFYVE28",6
"63145","ZFYVE9",4
"51103","ZG16B",1
"15228","ZGLP1",1
"47208","ZGPAT",2
"73495","ZHX1",7
"44792","ZHX2",8
"88769","ZHX3",5
"59031","ZIC1",2
"71970","ZIC2",3
"58912","ZIC3",4
"28523","ZIC4",1
"45238","ZIC5",1
"44795","ZIK1",4
"55476","ZIM3",6
"85084","ZKSCAN1",6
"32853","ZKSCAN2",4
"84833","ZKSCAN4",3
"54879","ZKSCAN5",5
"79761","ZMAT1",4
"79762","ZMAT2",1
"62270","ZMAT5",1
"90396","ZMIZ1",7
"88059","ZMIZ2",4
"71418","ZMPSTE24",5
"44801","ZMYM1",3
"79764","ZMYM2",13
"83564","ZMYM3",14
"85008","ZMYM4",15
"82030","ZMYM5",4
"79768","ZMYM6",6
"62360","ZMYM6NB",1
"89011","ZMYND10",5
"73955","ZMYND11",1
"79770","ZMYND12",3
"83595","ZMYND15",3
"84029","ZMYND19",2
"88614","ZMYND8",9
"89695","ZNF10",4
"80277","ZNF100",2
"79773","ZNF101",6
"9078","ZNF107",2
"61295","ZNF114",3
"86046","ZNF117",2
"56661","ZNF12",4
"61296","ZNF121",2
"44809","ZNF124",2
"90438","ZNF131",6
"44810","ZNF132",2
"44811","ZNF133",2
"80686","ZNF135",8
"44815","ZNF136",1
"30928","ZNF138",1
"84838","ZNF14",5
"79776","ZNF140",1
"59882","ZNF141",1
"67200","ZNF142",8
"85009","ZNF143",5
"44819","ZNF146",2
"81726","ZNF148",5
"79777","ZNF154",1
"63327","ZNF155",1
"89480","ZNF157",3
"70485","ZNF16",5
"70486","ZNF160",7
"64230","ZNF165",2
"86047","ZNF167",8
"67201","ZNF169",4
"84840","ZNF17",7
"71419","ZNF174",1
"86048","ZNF175",5
"84841","ZNF177",3
"79783","ZNF18",2
"79784","ZNF180",6
"80278","ZNF181",3
"44826","ZNF182",1
"87467","ZNF184",2
"89106","ZNF185",3
"79785","ZNF189",3
"16919","ZNF19",1
"81201","ZNF192",3
"24482","ZNF193",1
"44829","ZNF195",1
"79787","ZNF197",4
"45204","ZNF2",1
"61692","ZNF20",3
"72903","ZNF200",5
"54883","ZNF202",3
"90122","ZNF205",4
"46139","ZNF207",3
"87574","ZNF208",16
"80500","ZNF211",4
"44836","ZNF212",3
"79790","ZNF214",5
"85103","ZNF215",4
"86050","ZNF217",8
"68694","ZNF22",2
"50323","ZNF221",3
"71920","ZNF223",4
"80444","ZNF224",2
"19760","ZNF225",2
"84843","ZNF226",2
"82218","ZNF229",7
"79793","ZNF23",2
"61693","ZNF230",3
"81642","ZNF232",1
"50510","ZNF233",3
"54886","ZNF234",3
"79795","ZNF235",4
"88964","ZNF236",6
"83289","ZNF238",3
"71229","ZNF239",5
"89935","ZNF24",1
"79796","ZNF248",3
"83880","ZNF25",4
"88672","ZNF250",4
"79799","ZNF251",6
"88965","ZNF253",1
"79801","ZNF254",6
"9083","ZNF256",1
"79802","ZNF257",2
"81643","ZNF259",4
"40048","ZNF260",1
"79804","ZNF263",5
"87524","ZNF266",3
"79805","ZNF267",6
"79806","ZNF268",5
"79808","ZNF273",1
"82031","ZNF274",3
"89073","ZNF275",3
"63146","ZNF276",3
"44846","ZNF277",2
"70490","ZNF28",4
"79810","ZNF280A",1
"82770","ZNF280B",3
"59351","ZNF280C",3
"79812","ZNF280D",3
"64872","ZNF281",6
"45907","ZNF282",2
"50327","ZNF283",6
"79814","ZNF284",2
"89726","ZNF285",4
"23444","ZNF286A",3
"89565","ZNF286B",6
"89758","ZNF292",19
"49776","ZNF295",2
"21088","ZNF296",3
"67823","ZNF3",3
"44857","ZNF30",2
"81644","ZNF300",7
"62924","ZNF304",3
"89295","ZNF311",2
"79822","ZNF317",4
"84846","ZNF318",8
"17701","ZNF319",2
"79824","ZNF32",1
"79825","ZNF320",4
"29873","ZNF322",1
"70492","ZNF323",1
"87672","ZNF324",6
"79826","ZNF324B",3
"9084","ZNF326",1
"70494","ZNF329",3
"79827","ZNF330",6
"87795","ZNF331",3
"46649","ZNF333",6
"79832","ZNF334",10
"88476","ZNF335",6
"45239","ZNF337",4
"46395","ZNF33A",3
"79833","ZNF33B",3
"86053","ZNF34",3
"7215","ZNF341",1
"56663","ZNF343",2
"57181","ZNF345",2
"79835","ZNF346",2
"81938","ZNF347",5
"57950","ZNF35",3
"67203","ZNF350",5
"51285","ZNF354A",1
"79836","ZNF354B",2
"68542","ZNF354C",1
"67204","ZNF358",2
"68962","ZNF362",5
"70497","ZNF365",9
"81645","ZNF366",6
"81727","ZNF367",1
"79838","ZNF37A",2
"79840","ZNF382",3
"85086","ZNF383",2
"67205","ZNF385A",3
"32338","ZNF385B",2
"82198","ZNF385C",1
"12047","ZNF391",1
"82396","ZNF394",7
"79842","ZNF395",3
"44866","ZNF396",2
"86995","ZNF397",8
"71420","ZNF398",3
"79844","ZNF404",1
"89414","ZNF407",12
"57654","ZNF408",1
"83464","ZNF41",12
"56786","ZNF410",1
"84848","ZNF414",2
"39687","ZNF415",8
"5926","ZNF416",1
"79848","ZNF417",5
"79850","ZNF418",5
"59529","ZNF419",3
"65019","ZNF420",4
"79851","ZNF423",7
"81052","ZNF425",9
"54899","ZNF426",1
"89727","ZNF429",8
"88062","ZNF43",7
"34567","ZNF430",2
"79854","ZNF431",8
"61517","ZNF432",10
"79855","ZNF433",2
"89901","ZNF434",5
"57185","ZNF436",3
"86996","ZNF438",9
"79856","ZNF439",5
"35310","ZNF44",2
"79857","ZNF440",3
"79860","ZNF441",6
"79861","ZNF442",3
"84851","ZNF443",4
"79863","ZNF445",6
"19769","ZNF446",1
"21214","ZNF449",1
"83917","ZNF45",3
"47002","ZNF451",5
"84031","ZNF454",5
"74124","ZNF460",8
"86191","ZNF461",6
"82032","ZNF462",16
"60279","ZNF467",4
"79866","ZNF468",3
"87917","ZNF469",12
"62237","ZNF470",2
"81139","ZNF471",3
"55609","ZNF473",5
"19770","ZNF474",1
"82126","ZNF479",8
"84852","ZNF48",4
"79869","ZNF480",4
"85011","ZNF483",6
"67556","ZNF484",4
"44884","ZNF485",3
"55610","ZNF486",3
"27790","ZNF487P",1
"70672","ZNF488",1
"49674","ZNF490",2
"79875","ZNF491",3
"86997","ZNF492",5
"79878","ZNF493",1
"81728","ZNF496",3
"59736","ZNF498",5
"89108","ZNF500",3
"54902","ZNF501",3
"79879","ZNF502",4
"85012","ZNF506",5
"79882","ZNF507",5
"23449","ZNF510",1
"44887","ZNF511",3
"71922","ZNF512",4
"50454","ZNF512B",1
"68899","ZNF513",5
"79884","ZNF514",3
"87376","ZNF516",3
"55611","ZNF518B",6
"88063","ZNF519",4
"84855","ZNF521",4
"30001","ZNF525",2
"64804","ZNF526",5
"83291","ZNF527",10
"89902","ZNF528",7
"65020","ZNF529",1
"86057","ZNF530",5
"74125","ZNF532",6
"86302","ZNF534",8
"87439","ZNF536",12
"87321","ZNF540",13
"83663","ZNF541",12
